,Name,Sector,Company stage,HQ location,homepage_url,category_list,city
27599,NEBOTRADE, Biotechnology ,Seed/Startup,BEL,http://www.nebotrade.hu,|Biotechnology|,Hun
40973,Tensegrity Technologies, Biotechnology ,Seed/Startup,USA,http://www.agilitiultra.com,|Biotechnology|,Mill Valley
40563,Tapstream, Mobile ,Seed/Startup,CAN,http://tapstream.com,|Mobile|App Marketing|Software|,Vancouver
11913,Drimki, Real Estate ,Seed/Startup,FRA,http://www.drimki.fr,|Real Estate|,Paris
6262,BrownIT Holdings, Consulting ,Seed/Startup,USA,http://brownit.com/,|Consulting|,Owings Mills
34561,Reverse Mortgage Lenders Direct, Lead Generation ,Seed/Startup,,http://www.reversemortgagelendersdirect.com,|Lead Generation|Finance|,
12499,Edifilm,,Seed/Startup,USA,,,Fayetteville
43504,United Mobile, Mobile ,Seed/Startup,CHE,http://www.united-mobile.com,|Mobile|,Kloten
25821,MindFuse, Games ,Seed/Startup,,http://www.mindfusegames.com,|Games|,
3073,Argyle Social, Online Scheduling ,Seed/Startup,USA,http://argylesocial.com,|Social CRM|Analytics|Brand Marketing|Twitter Applications|Online Scheduling|Software|,Durham
26951,mWater, Software ,Seed/Startup,USA,http://mwater.co,|Software|,New York
16323,GeoGRAFI,,Seed/Startup,GBR,http://geografi.co.uk,,Liverpool
2723,Applause, Testing ,Seed/Startup,USA,http://www.applause.com,|Professional Services|Information Technology|Testing|Software|Analytics|,Framingham
18374,HighRoads, Software ,Seed/Startup,CAN,http://www.highroads.com,|Software|,Ottawa
19715,IndiPharm, Biotechnology ,Seed/Startup,USA,http://indipharm.com,|Biotechnology|,Wayne
47255,Zazoo, Music ,Seed/Startup,ISR,http://www.zazoo.it,|Music|,Netanya
34385,Resermap, Software ,Seed/Startup,ARG,http://www.resermap.com,|Software|Internet|Restaurants|,Buenos Aires
39010,SRS Holdings, Biotechnology ,Seed/Startup,USA,,|Biotechnology|,Irving
31067,Phonezoo Communications, Mobile ,Seed/Startup,USA,http://www.streamzoo.com,|Databases|Mobile|Curated Web|,Sunnyvale
33495,Radcom, Software ,Seed/Startup,ISR,http://radcom.com,|Software|,Tel Aviv
4736,betNOW, Curated Web ,Seed/Startup,GBR,http://betnow.co.uk,|Gambling|Curated Web|,London
6973,Cardiac Concepts, Finance ,Seed/Startup,USA,http://www.cardiacconcepts.com,|Finance|,Minnetonka
9491,Convergence Pharmaceuticals, Biotechnology ,Seed/Startup,GBR,http://www.convergencepharma.com,|Biotechnology|,Cambridge
39123,StartersFund, Venture Capital ,Seed/Startup,GRC,http://startersfund.com,|Venture Capital|Crowdfunding|Finance|,Athens
10004,Crocus Technology, Clean Technology ,Seed/Startup,USA,http://www.crocus-technology.com,|Semiconductors|Clean Technology|,Santa Clara
9800,Covalys Biosciences, Biotechnology ,Seed/Startup,CHE,,|Biotechnology|,Wilderswil
37497,SkyPicker.com, Travel ,Seed/Startup,CZE,http://www.skypicker.com,|Travel|,Brno
36825,ShoppinPal, Mobile Commerce ,Seed/Startup,USA,http://www.shoppinpal.com,|Mobile Commerce|E-Commerce|,San Francisco
2862,Appy Couple, Curated Web ,Seed/Startup,USA,http://www.appycouple.com,|Curated Web|,New York
6314,BucketFeet, Internet ,Seed/Startup,USA,http://www.bucketfeet.com,|Internet|E-Commerce|,Chicago
12673,eKonnekt, Software ,Seed/Startup,USA,http://www.ekonnekt.com,|Software|,New York
6536,Bycler,,Seed/Startup,CHL,http://www.bycler.com/,,Santiago
5462,Bloominous, Flowers ,Seed/Startup,,http://bloominous.com,|Flowers|Events|Weddings|DIY|E-Commerce|,
609,Accelera, Technology ,Seed/Startup,,http://acceleramb.com/,|Wireless|Technology|,
18417,HipLink, Telecommunications ,Seed/Startup,USA,http://www.hiplink.com/,|Telecommunications|,Los Gatos
23608,Loandesk, Finance ,Seed/Startup,AUS,http://www.loandesk.com.au,|Finance|,North Sydney
2737,Applied BioCode, Biotechnology ,Seed/Startup,USA,http://apbiocode.com,|Biotechnology|,Santa Fe Springs
7470,Celsias, Clean Technology ,Seed/Startup,NZL,http://www.celsias.com,|Clean Technology|,Wellington
13567,Estrela Digital, Advertising ,Seed/Startup,BRA,http://www.estreladigital.mobi,|Advertising|App Marketing|Mobile|Social Media|Games|,São Paulo
438,A & A Custom Cornhole,,Seed/Startup,USA,http://www.aacustomcornhole.com/,,Durham
43156,Two Tap, E-Commerce ,Seed/Startup,USA,http://twotap.com,|E-Commerce|,Palo Alto
24389,Makani Power, Clean Technology ,Seed/Startup,USA,http://www.makanipower.com,|Clean Technology|,Alameda
14466,FastPay, Finance ,Seed/Startup,USA,http://www.gofastpay.com,|Finance|,Beverly Hills
20901,Isonas,,Seed/Startup,USA,http://portal.isonas.com/,,Boulder
8370,Clearwire, Internet ,Seed/Startup,USA,http://www.clearwire.com,|Internet|Mobile|,Kirkland
42297,TradeBeam, Enterprise Software ,Seed/Startup,USA,http://tradebeam.com,|Enterprise Software|,San Mateo
38056,SoFi, Peer-to-Peer ,Seed/Startup,USA,http://www.sofi.com,|Peer-to-Peer|Social Media|Alumni|Education|Financial Services|Finance|,San Francisco
40402,TalentBin, Recruiting ,Seed/Startup,USA,http://talentbin.com,|Recruiting|Curated Web|,San Francisco
38407,SourceMedical, Health Care ,Seed/Startup,USA,http://sourcemed.net,|Health Care|,Wallingford
20355,intelloCut, Software ,Seed/Startup,IND,http://www.intellocut.com,|Software|,Noida
32892,Punch Bowl Social, Hospitality ,Seed/Startup,USA,http://punchbowlsocial.com,|Hospitality|,Denver
298,500px,Photography,Seed/Startup,CAN,http://500px.com,|Promotional|Sales and Marketing|Internet|Apps|Photography|,Toronto
16963,Golimi, E-Commerce ,Seed/Startup,,http://www.golimi.com/,|E-Commerce|,
41269,The Green Life Guides, Weddings ,Seed/Startup,USA,http://www.greenbrideguide.com,|Guides|Weddings|Curated Web|,New Haven
25790,Mimosa, Mobile ,Seed/Startup,USA,http://mimosa.co,|Networking|Mobile|,Campbell
2753,Applied Predictive Technologies, Software ,Seed/Startup,USA,http://www.predictivetechnologies.com,|Software|,Arlington
13568,Estrogen Gene Test, Medical ,Seed/Startup,USA,http://www.estrogengenetest.com/,|Medical|,Santa Fe
28042,NewsBreak,,Seed/Startup,USA,http://newsbreak.net,,Knoxville
42144,Torque Medical Holdings, Health Care ,Seed/Startup,USA,,|Health Care|,New York
9282,Confluence Discovery Technologies, Biotechnology ,Seed/Startup,USA,http://www.confluencediscovery.com,|Biotechnology|,St Louis
8668,Cloverleaf Communications, Public Relations ,Seed/Startup,USA,http://www.cloverleafcomm.com,|Public Relations|,Woodbury
35301,"Safe Trade International, LLC", Consulting ,Seed/Startup,USA,http://www.safetradeintl.com,|Consulting|,Atlanta
25623,Micro Housing Finance Corporation Limited, Finance ,Seed/Startup,IND,http://mhfcindia.com,|Finance|,Mumbai
40994,Teralytics,,Seed/Startup,CHE,http://teralytics.net,,Zürich
31455,Plain Vanilla, Mobile ,Seed/Startup,USA,http://www.quizup.com/en,|Mobile|Game|Android|iPhone|Games|,San Francisco
31771,Podotree, Education ,Seed/Startup,KOR,http://www.podotree.com,|Education|,Seoul
45475,Wealink.com, Social Media ,Seed/Startup,,http://www.wealink.com/,|Social Media|,
42546,Treemo Labs, Hardware ,Seed/Startup,USA,http://treemolabs.com,|Hardware|Mobile|,Seattle
12946,Empathy Marketing, Advertising ,Seed/Startup,IRL,http://www.empathymarketing.com,|Advertising|,Dublin
13846,Evolero,,Seed/Startup,ISR,http://evolero.com,,Tel Aviv
1544,aiHit, Artificial Intelligence ,Seed/Startup,,http://aihit.com,|Artificial Intelligence|Business Intelligence|Machine Learning|Consulting|Analytics|,
6582,C7 Data Centers, Web Hosting ,Seed/Startup,USA,http://www.c7dc.com,|Web Hosting|,Lindon
21657,kaleo, Biotechnology ,Seed/Startup,USA,http://kaleopharma.com,|Biotechnology|,Richmond
36518,SFOX, Bitcoin ,Seed/Startup,USA,http://www.sfox.com/,|Bitcoin|,San Francisco
29660,OptiSynx, Hardware + Software ,Seed/Startup,,http://www.optisynx.com,|Hardware + Software|,
27927,NeuroSky, Biotechnology ,Seed/Startup,USA,http://www.neurosky.com,|Biotechnology|,San Jose
39587,"Style Blox, Inc.",,Seed/Startup,USA,http://www.mystyleblox.com,,Miami Beach
39728,Suneva Medical, Health Care ,Seed/Startup,USA,http://sunevamedical.com,|Health Care|,San Diego
27434,Narragansett Beer,,Seed/Startup,USA,http://www.narragansettbeer.com/home,,Providence
35820,ScootPad Corporation, Education ,Seed/Startup,USA,http://scootpad.com,|Education|,Milpitas
1660,UNIFIEDPOST GROUP,,ScaleUp/Mature,EU,,,
4691,Bespoke Post, Curated Web ,Seed/Startup,USA,http://bespokepost.com,|Curated Web|,New York
44865,vitaMedMD, Biotechnology ,Seed/Startup,USA,http://www.vitamedmd.com/default.aspx?,|Biotechnology|,Boca Raton
12421,Ecosphere Technologies, Clean Technology ,Seed/Startup,,http://www.ecospheretech.com,|Water|Clean Technology|,
41654,ThirstyVIP, Location Based Services ,Seed/Startup,,http://www.ThirstyVIP.com,|Mobile|Location Based Services|Online Reservations|Social Media|,
1406,ROUGIER S.A.,,ScaleUp/Mature,EU,,,
1419,SAINT GOBAIN,,ScaleUp/Mature,EU,,,
32760,Provista Diagnostics, Biotechnology ,Seed/Startup,USA,http://www.provistadx.com,|Biotechnology|,New York
13807,Everywun,,Seed/Startup,USA,,,Santa Monica
15553,Frengo, Social Media ,Seed/Startup,USA,http://www.frengo.com,|Social Media|,San Mateo
3032,Arctic Empire, Games ,Seed/Startup,CAN,http://www.arcticempire.ca,|Software|Social Games|Mobile Games|Games|,Ottawa
15145,FluGen, Biotechnology ,Seed/Startup,USA,http://flugen.com,|Biotechnology|,Madison
4,Abiomed,Health Care,ScaleUp/Mature,USA,,,
