,Name,Sector,Company stage,HQ location,homepage_url,category_list,city
33671,RateItAll, Reviews and Recommendations ,Seed/Startup,USA,http://rateitall.com,|Reviews and Recommendations|Curated Web|,San Francisco
28464,Norstel, Semiconductors ,Seed/Startup,,http://www.norstel.com,|Semiconductors|,
18725,Houseboat Resort Club, Real Estate ,Seed/Startup,USA,http://www.houseboatresortclub.com/,|Real Estate|,Port Orange
27608,Needbox AS, Advertising ,Seed/Startup,NOR,http://www.needbox.com,|Advertising|Sales and Marketing|Services|Social Media|Curated Web|,Jessheim
32586,Prometheus Laboratories, Biotechnology ,Seed/Startup,USA,http://www.prometheuslabs.com,|Biotechnology|,San Diego
14279,FamilyApp, Apps ,Seed/Startup,ESP,http://www.familyapp.es/,|Apps|,Seville
7721,ChatLingual, Software ,Seed/Startup,DEU,http://www.chatlingual.com,|Software|,Berlin
33977,Red Ventures, Sales and Marketing ,Seed/Startup,USA,http://www.redventures.com,|Technology|Search Marketing|Sales and Marketing|Internet Marketing|SEO|Web Development|Advertising|,Fort Mill
34156,Reglare, Big Data ,Seed/Startup,,http://www.reglare.com.br/,|Enterprise Software|Big Data|,
46113,Wise Data.Media, Media ,Seed/Startup,ISR,http://www.wisedmedia.com,|SEO|Auctions|Media|Advertising|,Tel Aviv
36071,SEDLine, Health Care ,Seed/Startup,,,|Health Care|,
17433,Grokr, Mobile ,Seed/Startup,USA,http://grokrlabs.com,|Mobile|,Sunnyvale
2256,Amplimmune, Medical ,Seed/Startup,USA,http://www.amplimmune.com,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,Rockville
11743,Dorsey Wright and Associates, Finance ,Seed/Startup,USA,http://www.dorseywright.com,|Finance|,Richmond
35898,Scroll.in, Advertising ,Seed/Startup,,http://scroll.in,|Advertising|,
7182,Casa Grande, Real Estate ,Seed/Startup,IND,http://casagrande.in,|Real Estate|,Chennai
7909,Choozle, Software ,Seed/Startup,USA,http://www.choozle.com,|Services|Media|Digital Media|SaaS|Advertising|Sales and Marketing|Software|,Denver
5791,Booktrope, Publishing ,Seed/Startup,USA,http://booktrope.com,|Publishing|E-Commerce|,Seattle
20838,Ironwood Pharmaceuticals, Health Care ,Seed/Startup,USA,http://www.ironwoodpharma.com,|Health Care|,Cambridge
19657,INcubes, Incubators ,Seed/Startup,CAN,http://INcubes.ca,|Automotive|Incubators|Finance|,Toronto
18603,Hongdianzhibo, Mobile ,Seed/Startup,,http://www.dian.fm,|Mobile|,
27806,NetMovies, Games ,Seed/Startup,ISR,http://www.netmovies.com.br,|Games|,Ramat Gan
36387,SEPMAG Technologies, Biotechnology ,Seed/Startup,ESP,http://www.sepmag.eu,|Biotechnology|,Barcelona
10366,Cyanogen, Software ,Seed/Startup,,http://cyngn.com,|Software|,
12118,Dynis, Web Hosting ,Seed/Startup,USA,http://DYNIS.com,|Web Hosting|,Columbia
20818,IRL Connect, Social Network Media ,Seed/Startup,NLD,http://www.irlconnect.com,|Social Network Media|Software|Location Based Services|Social Media|,Amsterdam
20964,Itineris, Software ,Seed/Startup,BEL,http://www.itineris.net,|CRM|Smart Grid|Clean Energy|Enterprise Software|Software|,Deurle
22741,LaunchLab, Information Technology ,Seed/Startup,,http://launchlab.co.za/,|Information Technology|,
1418,SAGAX REAL ESTATE,,ScaleUp/Mature,EU,,,
30295,Paradigm, Software ,Seed/Startup,CYM,http://www.pdgm.com,|Software|,Grand Cayman
9992,CritiSense, Biotechnology ,Seed/Startup,ISR,http://www.critisense.com,|Biotechnology|,
46289,WorkForce Software, Software ,Seed/Startup,USA,http://www.workforcesoftware.com,|Software|,Livonia
29266,ONE Change, Clean Technology ,Seed/Startup,CHL,http://www.one-change.net,|Clean Technology|,Santiago
44758,Visible Path, Social Network Media ,Seed/Startup,USA,http://VisiblePath.com,|Business Services|Social Network Media|Social Media|,Foster City
27489,Natural Convergence, Software ,Seed/Startup,CAN,http://www.naturalconvergence.com,|Software|,Ottawa
9386,Consumer Brands, Brand Marketing ,Seed/Startup,USA,http://www.consumerbrands.com,|Domains|Brand Marketing|Web Hosting|,Aliso Viejo
3006,Archipelago, E-Commerce ,Seed/Startup,,http://www.archipelago.com/,|E-Commerce|Financial Services|,
6432,Bushido, Venture Capital ,Seed/Startup,BHR,http://gobushido.com,|Venture Capital|Open Source|Apps|Cloud Computing|Web Hosting|,Manama
8457,Clinical Data, Biotechnology ,Seed/Startup,USA,http://www.clda.com,|Biotechnology|,Newton
35623,SAVORTEX, Environmental Innovation ,Seed/Startup,GBR,http://www.savortex.com/,|Environmental Innovation|,London
22922,LegalSherpa, Identity ,Seed/Startup,USA,http://legal-sherpa.com,|Identity|Legal|,New York
199,3D Hubs,3D Printing,Seed/Startup,NLD,http://www.3dhubs.com,|3D Printing|Local|Marketplaces|Collaborative Consumption|,Amsterdam
35017,Roomish, Travel ,Seed/Startup,CAN,http://www.roomish.com,|Travel|,Ottawa
30797,Peraso Technologies, Semiconductors ,Seed/Startup,CAN,http://www.perasotech.com,|Semiconductors|,Toronto
10853,Decision Curve, Software ,Seed/Startup,GBR,http://www.decisioncurve.com,|Software|,London
15788,Furious,,Seed/Startup,USA,http://www.furiouscorp.com/,,New York
24260,Madronish Therapeutics, Biotechnology ,Seed/Startup,USA,,|Medical|Biotechnology|,Berwyn
21318,JMB Energie, Clean Technology ,Seed/Startup,FRA,http://www.jmbenergie.com,|Clean Technology|,Villeneuve-lès-béziers
4104,BabyBus, Education ,Seed/Startup,CHN,http://cn.baby-bus.com,|Education|,Fuzhou Shi
17974,HeadSense Medical, Health Care ,Seed/Startup,ISR,http://head-sense-med.com,|Health Care|,Netanya
33973,Red Stag Farms, Real Estate ,Seed/Startup,USA,,|Real Estate|,Barney
21023,ividence, Advertising ,Seed/Startup,FRA,http://www.ividence.com,|Email|Advertising|,Paris
9507,ConvertMedia, Advertising ,Seed/Startup,ISR,http://www.convertmedia.com,|Advertising|,Ramat Gan
285,Lincoln National,Financials,ScaleUp/Mature,USA,,,
40726,TeamLease Services, Consulting ,Seed/Startup,IND,http://www.teamlease.com,|Consulting|,Bengaluru
1563,STREAMWIDE,,ScaleUp/Mature,EU,,,
6833,CanoP,,Seed/Startup,FRA,http://www.canop.fr,,Nantes
11769,Dotted Block, Consulting ,Seed/Startup,CAN,http://dottedblock.com,|Consulting|Enterprise Software|,Montréal
44345,Vestiage, Health and Wellness ,Seed/Startup,USA,http://www.vestiageinc.com/,|Health and Wellness|,Newport Beach
25901,Mintera, Hardware + Software ,Seed/Startup,USA,http://www.mintera.com,|Hardware + Software|,Acton
34162,Rehab Loan Group, Finance ,Seed/Startup,USA,http://www.rehabloangroup.com,|Finance|,Riverside
44076,Vector City Racers, Games ,Seed/Startup,,http://www.vectorcityracers.com,|Games|,
11944,Drobo, Hardware + Software ,Seed/Startup,USA,http://www.drobo.com,|Hardware + Software|,San Jose
30501,Patsnap,,Seed/Startup,SGP,http://www.patsnapglobal.com,,Singapore
40204,Sypherlink, Software ,Seed/Startup,USA,http://www.sypherlink.com,|Software|,Dublin
31291,PingTank, Social Network Media ,Seed/Startup,USA,http://www.pingtank.com/,|Social Network Media|,Studio City
37708,SmartRecruiters, Software ,Seed/Startup,USA,http://www.smartrecruiters.com,|Recruiting|Software|,San Francisco
30218,Panelfly, Mobile ,Seed/Startup,USA,http://panelfly.com,|Mobile|,New York
26596,Moreix, Facebook Applications ,Seed/Startup,,http://portalfin.com,|Social Network Media|Facebook Applications|All Markets|Web Tools|Web CMS|Web Development|Curated Web|,
16750,GlobalMotion, Travel ,Seed/Startup,USA,http://globalmotion.com,|Travel|,Palo Alto
35395,Salesforce Japan,,Seed/Startup,JPN,http://salesforce.com/jp,,Tokyo
20258,Integral Wave Technologies, Semiconductors ,Seed/Startup,USA,,|Semiconductors|,Austin
20341,IntellinX, Security ,Seed/Startup,ISR,http://www.intellinx-sw.com,|Security|Software|,Or Yehuda
38966,SQMOS, Semantic Web ,Seed/Startup,CHL,http://sqmos.com,|Mobile|Semantic Web|Advertising|,Santiago
47569,ZMP,,Seed/Startup,JPN,http://zmp.co.jp,,Tokyo
39723,Sundia MediTech, Health Care ,Seed/Startup,CHN,,|Medical|Health Care|,Shanghai
149,Discovery (Series C),Communication Services,ScaleUp/Mature,USA,,,
8943,Colibri Heart Valve, Health Care ,Seed/Startup,USA,http://colibrihv.com,|Health Care|,Broomfield
35667,ScaleBase, Analytics ,Seed/Startup,USA,http://www.scalebase.com,|Analytics|,Newton
28103,Nexgence, Algorithms ,Seed/Startup,,http://www.nexgence.com,|Algorithms|,
15073,Flite, Mobile Advertising ,Seed/Startup,USA,http://www.flite.com,|Technology|Brand Marketing|Mobile Advertising|Advertising|,San Francisco
25808,Mind-NRG, Biotechnology ,Seed/Startup,CHE,http://www.mind-nrg.com,|Biotechnology|,Geneva
39668,Suksh Tech., Software ,Seed/Startup,IND,http://www.suksh.com,|Real Estate|Software|,Bangalore
23234,Lightspeed Genomics, Biotechnology ,Seed/Startup,USA,http://lsgen.com,|Biotechnology|,Santa Clara
25357,MenuSpring, Hospitality ,Seed/Startup,GBR,http://www.menuspring.com,|Restaurants|Hospitality|,London
13017,Encore HQ,,Seed/Startup,USA,http://encorealert.com,,Arlington
36822,Shoppilot, E-Commerce ,Seed/Startup,RUS,http://shoppilot.ru,|E-Commerce|,Moscow
42120,TopSchool, Education ,Seed/Startup,USA,http://www.topschoolinc.com,|Education|,Denver
7011,CardiOx, Biotechnology ,Seed/Startup,USA,http://cardiox.com,|Biotechnology|,Dublin
6717,Calypso Wireless, Mobile ,Seed/Startup,USA,http://calypsowireless.us,|Mobile|,Houston
13719,Evento Social Promotion, Facebook Applications ,Seed/Startup,ISR,http://evento.cc,|Ticketing|Facebook Applications|Enterprise Software|,Ramat Yishai
12434,Ecovision,,Seed/Startup,GBR,http://ecovisionsystems.co.uk,,Tetbury
1935,Alltuition, Finance ,Seed/Startup,USA,http://www.alltuition.com,|Startups|Finance|,Carthage
39984,Sweetie High, Curated Web ,Seed/Startup,,,|Curated Web|,
5584,Bluepay, Credit Cards ,Seed/Startup,USA,http://www.bluepay.com,|Retail Technology|Internet Technology|Mobile Payments|Payments|Credit Cards|Financial Services|Hardware + Software|,Naperville
27682,NEON Concierge, Software ,Seed/Startup,USA,http://www.neonconcierge.com,|Hotels|Hospitality|Software|,Cupertino
17966,hdtMEDIA, Advertising ,Seed/Startup,CHN,http://hdtmedia.com,|Advertising|,Shanghai
27788,Netgen,,Seed/Startup,USA,http://netgen-soft.com/,,Boston
9775,CouponCabin, Curated Web ,Seed/Startup,USA,http://www.couponcabin.com,|Coupons|Curated Web|,Whiting
13812,Evi, Mobile ,Seed/Startup,GBR,http://www.evi.com,|Search|Mobile|,Cambridge
15470,Fractal OnCall Solutions, Health and Wellness ,Seed/Startup,USA,http://calldr.com,|Health and Wellness|,Anchorage
23720,Lodestone Social Media, Digital Media ,Seed/Startup,USA,http://lodestonesocial.com,|Sports|Digital Media|Curated Web|,West Lake Hills
13911,ExaqtWorld,,Seed/Startup,FRA,http://www.exaqtworld.com,,Joinville-le-pont
12251,easy2comply (Dynasec), Software ,Seed/Startup,USA,http://www.easy2comply.com,|Software|,New York
4971,BioAegis Therapeutics, Biotechnology ,Seed/Startup,USA,http://www.bioaegistherapeutics.com,|Biotechnology|,Morristown
18082,HealthSouk, Dental ,Seed/Startup,USA,http://www.healthsouk.com,|Dental|Consumers|Health and Wellness|Medical|Health Care Information Technology|Curated Web|,Mountain View
37640,Smart Picture Technologies, Analytics ,Seed/Startup,USA,http://smartpicturetech.com,|Analytics|,Austin
758,Acoustic Sensing Technology, Clean Technology ,Seed/Startup,GBR,http://www.acousticsensing.co.uk,|Clean Technology|,Daresbury
27613,Needl,,Seed/Startup,USA,http://www.needl.co,,New York
32613,ProNAi Therapeutics, Biotechnology ,Seed/Startup,USA,http://pronai.com,|Biotechnology|,Kalamazoo
4319,BASH Gaming, Games ,Seed/Startup,USA,http://www.bashgaming.com,|Social Media|Android|iPhone|Facebook Applications|Game|Gambling|Games|,Fremont
21484,Jukely, Finance ,Seed/Startup,USA,http://jukely.com,|Finance|Music|,New York
33627,Ranku, Education ,Seed/Startup,USA,http://www.goranku.com,|Education|,New York
952,KERING,,ScaleUp/Mature,EU,,,
29009,Off Track Planet, Travel ,Seed/Startup,USA,http://offtrackplanet.com,|Mobile|Digital Media|Travel|,Brooklyn
37803,"Snapfinger, Inc.", Enterprise Software ,Seed/Startup,USA,http://www.snapfingerinc.com,|Enterprise Software|,Alpharetta
4502,BeeBillion, Social Commerce ,Seed/Startup,,http://www.beebillion.com,|Social Commerce|E-Commerce|,
34770,Ripple Brand Collective,,Seed/Startup,USA,http://ripplebrands.com,,Congers
43247,UB Access, Software ,Seed/Startup,USA,,|Software|,St Louis
35484,Sandata, Software ,Seed/Startup,USA,http://www.sandata.com,|Software|,Port Washington
24287,Magic Software Enterprises,,Seed/Startup,ISR,http://www.magicsoftware.com,,Or Yehuda
46170,Wizard's Nation, Games ,Seed/Startup,USA,http://wizardsnation.com,|Games|,Houston
29202,On Networks, Games ,Seed/Startup,USA,http://onnetworks.com,|Video|Games|,Austin
31738,Poached Jobs, Staffing Firms ,Seed/Startup,USA,http://poachedjobs.com,|Staffing Firms|,Portland
34866,Roambi, Analytics ,Seed/Startup,USA,http://www.roambi.com,|Analytics|,Solana Beach
35551,Saplo, Opinions ,Seed/Startup,SWE,http://saplo.com,|Startups|Reputation|Psychology|Opinions|Journalism|News|Media|Analytics|,Malmö
22790,Lánzanos, Finance ,Seed/Startup,ESP,http://www.lanzanos.com,|Project Management|Finance|,Ciudad Real
22755,Laurus Energy, Clean Technology ,Seed/Startup,,http://www.laurusenergy.com,|Clean Technology|,
22151,Kivo, SaaS ,Seed/Startup,USA,http://www.kivo.com,|SaaS|Collaboration|Document Management|Enterprises|Enterprise Software|,Palo Alto
41167,The Beauty Tribe, Social Media ,Seed/Startup,DEU,http://www.thebeautytribe.com,|Beauty|Social Media|Cosmetics|Curated Web|,Munich
7440,Cellrox, Mobile ,Seed/Startup,ISR,http://www.cellrox.com,|Mobile|,Tel Aviv
2156,American Giant, E-Commerce ,Seed/Startup,USA,http://american-giant.com,|Fashion|Retail|E-Commerce|,San Francisco
38032,Socogame, Video ,Seed/Startup,CHN,http://www.socogame.com,|Video|Games|,Shanghai
27035,MyColorScreen, Hardware ,Seed/Startup,USA,http://www.mycolorscreen.com,|iPhone|Android|Social Media|Hardware|Mobile|Curated Web|,Irvine
16281,Genoom, Social Media ,Seed/Startup,ESP,http://www.genoom.com,|Social Media|,Barcelona
7273,Catapult Health, Health and Wellness ,Seed/Startup,USA,http://catapulthealth.com,|Health and Wellness|,Dallas
1096,Adonit, Hardware + Software ,Seed/Startup,TWN,http://adonit.net,|Hardware + Software|,Taipei
40279,tabulate, Search ,Seed/Startup,,http://gotabulate.com,|Social Network Media|Search|Reviews and Recommendations|,
34268,Renewable Fuel Products, Clean Technology ,Seed/Startup,USA,http://www.renewablefuelproducts.com,|Clean Technology|,San Francisco
34961,Rodney's Soul & Grill Express, Hospitality ,Seed/Startup,USA,,|Hospitality|,Nashville
8043,CIQUAL, Enterprise Software ,Seed/Startup,GBR,http://www.ciqual.com,|Enterprise Software|,Edinburgh
27021,MyCadbox, Curated Web ,Seed/Startup,,http://www.mycadbox.com,|Curated Web|,
20333,IntelligentMDx, Medical Devices ,Seed/Startup,USA,http://www.intelligentmdx.com/,|Medical Devices|,Waltham
11444,DIREVO Industrial Biotechnology, Biotechnology ,Seed/Startup,DEU,http://www.direvo.com,|Biotechnology|,Cologne
17517,GrubHub, Business Services ,Seed/Startup,USA,http://www.grubhub.com,|Business Services|Restaurants|Hospitality|,Chicago
18849,HungerTime, E-Commerce ,Seed/Startup,AUS,http://hungertime.com,|E-Commerce|,Sydney
30318,Parallel Engines, Semiconductors ,Seed/Startup,USA,http://parallelengines.com,|Semiconductors|,Cupertino
37416,SkinMedica, Biotechnology ,Seed/Startup,USA,http://www.skinmedica.com,|Biotechnology|,Carlsbad
46449,Wymsee, Advertising ,Seed/Startup,USA,http://www.wymsee.com,|Finance|Advertising|Product Development Services|Television|Film|Media|Software|,Boston
308,51edu,Education,Seed/Startup,CHN,,|Education|,Beijing
21903,Key Cybersecurity, IT and Cybersecurity ,Seed/Startup,USA,http://www.keycybersecurity.com/,|IT and Cybersecurity|,Dumfries
21608,Kaboodle, Shopping ,Seed/Startup,USA,http://www.kaboodle.com,|Shopping|E-Commerce|,Sunnyvale
39279,stickapps, Startups ,Seed/Startup,DEU,http://stickapps.com,|Startups|Chat|Curated Web|,Berlin
26047,Miyaobabei,,Seed/Startup,,http://miyaobabei.com,,
34215,Relmada Therapeutics, Biotechnology ,Seed/Startup,USA,http://www.relmada.com,|Biotechnology|,Blue Bell
11625,docTrackr, Enterprises ,Seed/Startup,FRA,http://www.docTrackr.com,|PaaS|SaaS|Enterprises|Finance|Analytics|Document Management|Security|,Paris
4959,BIO Wellness, Biotechnology ,Seed/Startup,,http://www.biowellinc.com,|Biotechnology|,
24042,Lumiant, Nanotechnology ,Seed/Startup,CAN,http://lumiantcorp.com,|Nanotechnology|,Calgary
32500,Proficient, Health and Wellness ,Seed/Startup,USA,http://proficienthealth.com,|Health and Wellness|,Greensboro
35493,SANDOW, Publishing ,Seed/Startup,USA,http://www.sandow.com,|Finance|Beauty|Design|Lifestyle|Publishing|Media|News|,New York
21619,Kadriana,,Seed/Startup,CHL,http://kadriana.com/,,Santiago
41758,Tibion Bionic Technologies, Health Care ,Seed/Startup,USA,http://www.tibion.com,|Health Care|,Moffett Field
42033,Tolero Pharmaceuticals, Biotechnology ,Seed/Startup,USA,http://toleropharmaceuticals.com,|Biotechnology|,Salt Lake City
28900,obopay, Mobile ,Seed/Startup,USA,http://obopay.com,|Mobile|,Redwood City
33065,QFPay, Mobile Payments ,Seed/Startup,CHN,http://qfpay.com,|Mobile Payments|Finance|,Beijing
2132,Amedica, Health Care ,Seed/Startup,USA,http://www.amedicacorp.com,|Health Care|Biotechnology|,Salt Lake City
45705,Wellntel, Clean Technology ,Seed/Startup,USA,http://www.wellntel.com/,|Clean Technology|,Milwaukee
35619,SAVO, Software ,Seed/Startup,USA,http://www.savogroup.com,|Software|,Chicago
18455,HistoPathway,,Seed/Startup,USA,,,Memphis
39935,Sverve, Social Media ,Seed/Startup,USA,http://www.sverve.com,|Advertising|Marketplaces|Social Media|,New York
31533,Platinum Food Service, Hospitality ,Seed/Startup,USA,http://platinumfoodservicenc.com/,|Hospitality|,Asheville
30417,Passbox, Curated Web ,Seed/Startup,USA,http://www.passbox.com,|Games|Social Media|Mobile|Incentives|Loyalty Programs|Curated Web|,Walnut Creek
26942,mValent, Software ,Seed/Startup,USA,http://www.mvalent.com,|Software|,Redwood Shores
42251,TPG Marine, Consulting ,Seed/Startup,USA,http://www.tpgmarine.com,|Consulting|,Indianapolis
39634,Subarctic Limited, Data Security ,Seed/Startup,,http://www.subarctic.org,|Big Data Analytics|Big Data|Data Security|Security|,
35042,Roovyn, News ,Seed/Startup,USA,http://roovyn.com,|Media|News|,Mount Juliet
23974,Lucid Energy, Clean Technology ,Seed/Startup,USA,http://www.lucidenergy.com,|Clean Technology|,Portland
42682,Trinity Energy Group,,Seed/Startup,USA,http://www.trinitygp.com,,Irvine
19242,IEMO, Curated Web ,Seed/Startup,JPN,http://iemo.jp,|Curated Web|,
36593,Share0, Social Media ,Seed/Startup,JPN,http://www.share0.net,|Social Media|,Tokyo
40690,Teabox, E-Commerce ,Seed/Startup,IND,http://www.teabox.com,|E-Commerce|,Darjeeling
118,AMSC,,ScaleUp/Mature,EU,,,
8674,Club 42cm,,Seed/Startup,USA,,,Los Gatos
19965,"Innercircuit, Inc.", E-Commerce ,Seed/Startup,USA,http://www.innercircuit.com,|E-Commerce|,San Jose
9598,coRank, Law Enforcement ,Seed/Startup,USA,http://www.primeluxuryrentals.com/boat-rentals-miami/,|Law Enforcement|Social Media|News|Curated Web|,Sunnyvale
27560,nChannel, Data Integration ,Seed/Startup,USA,http://nchannel.com,|Data Integration|E-Commerce|,Columbus
6131,BridgeCrest Medical,,Seed/Startup,USA,http://www.bridgecrestmed.com,,San Diego
37730,SmartyPants Vitamins, E-Commerce ,Seed/Startup,USA,http://www.smartypantsvitamins.com,|Nutrition|Health and Wellness|E-Commerce|,Venice
33495,Radcom, Software ,Seed/Startup,ISR,http://radcom.com,|Software|,Tel Aviv
34230,Remedify, Hardware + Software ,Seed/Startup,USA,http://remedify.com,|Hardware + Software|,Nashville
44835,Vita Products, Clean Technology ,Seed/Startup,USA,http://vitaproducts.com,|Clean Technology|,Philadelphia
39390,Story of My Life, Social Network Media ,Seed/Startup,JPN,http://storyofmylife.com,|Social Network Media|Social Media|,Usa
30128,PadMatcher, Online Rental ,Seed/Startup,USA,http://www.padmatcher.com,|Social Media Agent|Online Rental|Real Estate|,Boston
33213,QuantaLife, Biotechnology ,Seed/Startup,USA,http://www.quantalife.com,|Biotechnology|,Pleasanton
11428,Direct Media Technologies, Web Hosting ,Seed/Startup,CAN,,|Web Hosting|,Toronto
19580,iMusica, Digital Media ,Seed/Startup,,http://www.imusicacorp.com.br,|Digital Media|Music|,
1552,ST DUPONT,,ScaleUp/Mature,EU,,,
9104,Community Baptist Mission,,Seed/Startup,USA,http://sites.google.com/site/cbmoinclakewalesfl/,,Lake Wales
38676,Spinlight Studio, Education ,Seed/Startup,USA,http://www.spinlight.com,|Education|,Champaign
17184,Graphdive, Analytics ,Seed/Startup,USA,http://www.graphdive.com,|Analytics|,Menlo Park
21136,Jamclouds, Music ,Seed/Startup,USA,http://www.jamclouds.com,|Music|,Salt Lake City
13043,EndoEvolution, Health Care ,Seed/Startup,USA,http://endoevolution.com,|Health Care|,Raynham
4490,Bedloo, Media ,Seed/Startup,USA,http://bedloo.com,|Media|News|Software|,Thousand Oaks
25773,Milo Biotechnology, Biotechnology ,Seed/Startup,,,|Biotechnology|,
27943,NeuWave Medical, Health Care ,Seed/Startup,USA,http://www.neuwave.com,|Health Care|,Madison
42070,ToonTime, Social Media ,Seed/Startup,NLD,http://www.toonti.me,|Entertainment|Content|Photography|Social Media|Games|,Rotterdam
1622,TME PHARMA,,ScaleUp/Mature,EU,,,
38254,SOMNIUM® Technologies, Embedded Hardware and Software ,Seed/Startup,,http://www.somniumtech.com,|Startups|Developer Tools|Embedded Hardware and Software|Software|,
8987,CollegeHumor, Colleges ,Seed/Startup,JPN,http://www.collegehumor.com,|Colleges|Video|Games|,Usa
23805,Longfan Media, News ,Seed/Startup,CHN,http://www.longfanmedia.com,|News|,Shenzhen
6243,Broadersheet, News ,Seed/Startup,GBR,http://www.broadersheet.com,|News|,Cambridge
10756,"DayNine Consulting, Inc.",,Seed/Startup,USA,http://daynine.com/,,Pleasanton
41079,Tetris Online, Games ,Seed/Startup,USA,http://www.tetrisonline.com,|Games|,Honolulu
24516,Mantis Digital Arts, Android ,Seed/Startup,USA,http://www.mantisdigitalarts.com,|Android|iOS|Mobile Games|Video Games|Education|,Brookings
29394,OnLive, Games ,Seed/Startup,USA,http://www.onlive.com,|Games|,Palo Alto
3728,Automated Insights, Automotive ,Seed/Startup,USA,http://www.automatedinsights.com,|Artificial Intelligence|Business Intelligence|Big Data|Automotive|Analytics|,Durham
11792,dough, Personal Finance ,Seed/Startup,USA,http://www.dough.com,|Social Investing|Investment Management|Personal Finance|,Chicago
4526,Begel Systems,,Seed/Startup,RUS,,,Moscow
177,365 Retail Markets, Software ,Seed/Startup,USA,http://www.365retailmarkets.com,|SaaS|Point of Sale|Software|,Troy
7341,CCM Benchmark, Curated Web ,Seed/Startup,FRA,http://www.ccmbenchmark.com,|Curated Web|,Boulogne-billancourt
32289,Prezto,,Seed/Startup,USA,http://www.preztoapp.com,,Cleveland
37653,Smartaxi, Public Transportation ,Seed/Startup,ESP,http://smartaxi.me,|Public Transportation|,Valencia
11494,Distil Interactive, Software ,Seed/Startup,CAN,http://www.distilinteractive.com,|Software|,Ottawa
35897,scroll kit, Curated Web ,Seed/Startup,USA,http://www.scrollkit.com,|Curated Web|,New York
17742,Hall, Collaboration ,Seed/Startup,USA,http://hall.com,|Collaboration|Enterprises|Mobile|Messaging|,Mountain View
22044,Kindred Prints, Mobile ,Seed/Startup,,http://www.kindredprints.com,|Apps|Mobile|Photography|,
30453,Pathbrite, Education ,Seed/Startup,USA,http://www.pathbrite.com,|Web Development|Education|,San Francisco
27221,MyTrade, Curated Web ,Seed/Startup,USA,http://www.mytrade.com,|Internet|Web Development|Social Media|Trading|Auctions|Curated Web|,Louisville
42963,Tugende, Local Businesses ,Seed/Startup,UGA,http://tugendedriven.com,|Local Businesses|,Kampala
37056,Silicon Biosystems, Semiconductors ,Seed/Startup,ITA,http://www.siliconbiosystems.com,|Semiconductors|,Bologna
2054,Altruik, Search ,Seed/Startup,USA,http://www.altruik.com,|Search|,New York
39024,Staaff, Curated Web ,Seed/Startup,,http://www.staaff.fr,|Curated Web|,
16337,GeoPage, Curated Web ,Seed/Startup,USA,http://www.geopage.com,|Curated Web|,Seattle
31696,Plumzi,,Seed/Startup,USA,http://plumzi.com,,Redwood City
3494,Atlas Wearables, Fitness ,Seed/Startup,USA,http://www.atlaswearables.com,|Fitness|Hardware + Software|,Austin
24358,MailPix, Printing ,Seed/Startup,USA,http://www.mailpix.com,|Social Commerce|Mobile Commerce|Printing|Photography|,Huntington Beach
37202,SimplyInsured, Health Care ,Seed/Startup,USA,http://www.simplyinsured.com,|Health Care|Insurance|Health and Insurance|E-Commerce|,San Francisco
2671,AppDisco Inc., Advertising ,Seed/Startup,KOR,http://www.adlatte.com,|Advertising|,Seoul
1677,Akimbo, Personal Branding ,Seed/Startup,USA,http://venturebeat.com/2008/05/22/akimbo-online-video-delivery-company-throws-in-towel-for-good/,|Recruiting|Personal Branding|Games|,San Mateo
36695,ShieldEffect, Security ,Seed/Startup,,http://www.shieldeffect.com,|Security|,
23014,Lesson Prep,,Seed/Startup,IRL,http://www.lessonprep.org,,Dublin
17108,GrabCAD, Finance ,Seed/Startup,USA,http://www.grabcad.com,|Finance|Manufacturing|CAD|Curated Web|,Cambridge
87,ALAN ALLMAN,,ScaleUp/Mature,EU,,,
37500,SkyRank, SEO ,Seed/Startup,,http://www.skyranksystem.com/Visitor,|Social Media|Social Network Media|SEO|Finance Technology|Reviews and Recommendations|Hedge Funds|Finance|,
6173,Brighter Dental Care, Health and Wellness ,Seed/Startup,USA,http://brighterdentalcare.com,|Health and Wellness|,Bridgewater
22289,Koalah, Games ,Seed/Startup,,http://www.koalah.co/,|Games|,
33265,Quartz Solutions,,Seed/Startup,IND,http://www.quartzsolution.com/,,Aurangabad
34830,Rivertop Renewables, Clean Technology ,Seed/Startup,USA,http://www.rivertop.com,|Clean Technology|,Missoula
17671,Gynzy, Education ,Seed/Startup,NLD,http://www.gynzy.com/en/corporate/,|Information Technology|Education|,Eindhoven
14219,FaceFirst (Airborne Biometrics), Software ,Seed/Startup,USA,http://facefirst.com,|Software|,Camarillo
29172,Omnidrive, Web Hosting ,Seed/Startup,USA,http://www.omnidrive.com,|Internet|File Sharing|Storage|Web Hosting|,Palo Alto
5543,Blue Water Technologies, Clean Technology ,Seed/Startup,USA,http://bluewater-technologies.com,|Clean Technology|,Hayden
216,3DVista,Curated Web,Seed/Startup,,http://www.3dvista.com,|Curated Web|,
21256,Jiangyin Haobo Science and Technology, Clean Technology ,Seed/Startup,CHN,http://www.hbkj-sic.com,|Clean Technology|,Jiangyin
27358,Nanoledge,,Seed/Startup,,,,
509,ABBYY Language Services, Business Services ,Seed/Startup,RUS,http://www.abbyy-ls.com,|Business Services|,Moscow
383,PulteGroup,Consumer Discretionary,ScaleUp/Mature,USA,,,
